date,hour,app,page_url,device,page_views,js_errors,sample_count,lcp_p75_ms,lcp_p95_ms,inp_p75_ms,inp_p95_ms,cls_p75,cls_p95,fcp_p75_ms,fcp_p95_ms,ttfb_p75_ms,ttfb_p95_ms,fetched_at
2026-05-14,4,gi-client-web,/login,mobile,20,1,14,2.234375,3.184,0.58203125,2.464,0.017822265625,1.966,1.2734375,3.184,0.0,0.0,2026-05-21T13:42:58.192600+05:30
2026-05-14,4,gi-client-web,/portfolio,mobile,13,2,10,1.82421875,2.572,0.416015625,1.344,0.6796875,1.263,1.51953125,2.092,0.0,0.0,2026-05-21T13:42:58.192600+05:30
2026-05-14,4,gi-client-web,/quick-start,mobile,4,0,4,2.03515625,2.136,0.272,0.272,0.016,0.016,1.740234375,2.136,0.0,0.0,2026-05-21T13:42:58.192600+05:30
2026-05-14,4,gi-client-web,/signup,mobile,4,0,1,2.916,2.916,0.016,0.016,0.0,0.0,2.916,2.916,0.0,0.0,2026-05-21T13:42:58.192600+05:30
2026-05-14,4,gi-client-web,/user-kyc,mobile,20,0,14,2.8828125,4.268,0.20751953125,0.352,0.00494384765625,0.084,1.1171875,2.296,0.0,0.0,2026-05-21T13:42:58.192600+05:30
2026-05-14,5,gi-client-static,/,desktop,5,0,1,4.312,4.312,0.096,0.096,0.002,0.002,2.832,2.832,0.0,0.0,2026-05-21T13:23:59.595189+05:30
2026-05-14,5,gi-client-static,/,mobile,112,6,48,2.859375,5.46875,0.134765625,0.31640625,0.0009918212890625,0.26953125,2.203125,4.34375,0.0,0.0,2026-05-21T13:23:59.595189+05:30
2026-05-14,5,gi-client-static,/blog/[slug],desktop,4,0,4,4.03125,10.436,0.032,0.032,0.003,0.003,3.265625,4.272,0.0,0.0,2026-05-21T13:23:59.595189+05:30
2026-05-14,5,gi-client-static,/blog/[slug],mobile,39,12,30,4.03125,8.4375,0.26953125,3.24,0.03466796875,0.397,3.546875,7.59375,0.0,0.0,2026-05-21T13:23:59.595189+05:30
2026-05-14,5,gi-client-static,/corporate-bonds,mobile,1,0,1,4.272,4.272,0.096,0.096,0.0,0.0,4.272,4.272,0.0,0.0,2026-05-21T13:23:59.595189+05:30
2026-05-14,5,gi-client-web,/assets,mobile,10,0,4,2.2890625,2.612,0.159912109375,0.24,1.26953125,1.399,1.7421875,2.76,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,5,gi-client-web,/discover,mobile,93,1,66,4.1875,11.125,0.40234375,0.8046875,1.9140625,2.921875,2.65625,6.4375,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,5,gi-client-web,/external-ui/[uuid],mobile,43,0,39,1.703125,5.6875,0.0,0.0,0.00200653076171875,0.003,1.703125,5.6875,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,5,gi-client-web,/login,desktop,2,0,3,1.956,1.956,0.336,0.336,1.264,1.264,1.792,1.792,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,5,gi-client-web,/login,mobile,45,0,34,1.171875,2.78125,0.240234375,0.5078125,0.019775390625,2.59375,1.203125,5.6875,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,5,gi-client-web,/portfolio,mobile,27,2,14,2.53125,14.472,0.240234375,0.64,0.6953125,2.28125,1.2265625,2.453125,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,5,gi-client-web,/quick-start,mobile,4,0,2,2.412,2.412,0.464,0.464,0.015869140625,1.516,2.2734375,3.4,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,5,gi-client-web,/signup,mobile,2,1,1,2.996,2.996,0.48,0.48,0.02,0.02,3.084,3.084,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,5,gi-client-web,/user-kyc,mobile,5,0,5,9.46875,11.524,1.848,1.848,0.0576171875,1.313,2.796875,5.972,0.0,0.0,2026-05-21T13:43:03.333835+05:30
2026-05-14,6,gi-client-static,/,desktop,7,1,1,1.176,1.176,0.136,0.136,0.0,0.004,0.944,0.944,0.0,0.0,2026-05-21T13:24:05.910644+05:30
2026-05-14,6,gi-client-static,/,mobile,92,3,37,3.109375,7.96875,0.1044921875,1.696,0.00701904296875,0.0712890625,2.34375,6.4375,0.0,0.0,2026-05-21T13:24:05.910644+05:30
2026-05-14,6,gi-client-static,/blog/[slug],desktop,9,0,3,7.02,7.02,0.0,0.0,0.02301025390625,0.062,3.546875,6.004,0.0,0.0,2026-05-21T13:24:05.910644+05:30
2026-05-14,6,gi-client-static,/blog/[slug],mobile,60,9,49,3.78125,12.875,0.142578125,0.7734375,0.00701904296875,0.1123046875,3.78125,16.75,0.0,0.0,2026-05-21T13:24:05.910644+05:30
2026-05-14,6,gi-client-static,/faq/[type]/...,mobile,3,0,1,0.984,0.984,0.176,0.176,0.071,0.071,0.984,0.984,0.0,0.0,2026-05-21T13:24:05.910644+05:30
2026-05-14,6,gi-client-static,/sell-anytime,mobile,2,0,2,2.328,2.328,0.08,0.08,0.0,0.0,2.328,2.328,0.0,0.0,2026-05-21T13:24:05.910644+05:30
2026-05-14,6,gi-client-web,/assets,mobile,15,1,10,2.046875,5.268,0.1845703125,1.088,0.291015625,0.54,1.1328125,5.084,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/assets/bonds,mobile,13,1,1,1.128,1.128,0.65234375,0.872,1.265625,1.613,1.07421875,1.64,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/assets/corporate-fds,mobile,1,0,1,2.852,2.852,0.096,0.096,0.018,0.018,2.276,2.276,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/discover,mobile,133,4,110,3.578125,7.90625,0.37109375,0.7578125,2.828125,4.46875,2.40625,4.6875,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/external-ui/[uuid],mobile,106,0,92,1.765625,3.90625,0.68,0.68,0.0030059814453125,0.003997802734375,1.640625,4.4375,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/login,desktop,3,0,1,0.66,0.66,0.128,0.128,0.524,0.524,1.892,1.892,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/login,mobile,39,2,25,1.328125,6.1875,0.30078125,9.875,0.0150146484375,0.027099609375,1.234375,12.375,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/portfolio,mobile,36,4,29,1.3828125,2.296875,0.294921875,0.337890625,0.671875,2.686,0.95703125,1.8515625,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/quick-start,mobile,15,0,10,4.28125,7.332,0.30859375,0.392,0.004974365234375,0.006,3.765625,14.364,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/signup,mobile,7,1,2,1.512,1.512,0.184,0.184,0.036,0.036,1.512,1.512,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,6,gi-client-web,/user-kyc,mobile,11,0,8,3.7421875,5.504,0.2314453125,0.376,0.35546875,1.579,1.27734375,2.14,0.0,0.0,2026-05-21T13:43:08.854804+05:30
2026-05-14,7,gi-client-static,/,desktop,9,0,3,1.612,1.612,0.056,0.056,0.005,0.005,2.53125,48.101,0.0,0.0,2026-05-21T13:24:12.106659+05:30
2026-05-14,7,gi-client-static,/,mobile,164,6,69,2.328125,3.828125,0.1044921875,0.30859375,0.00494384765625,0.06103515625,2.015625,3.703125,0.0,0.0,2026-05-21T13:24:12.106659+05:30
2026-05-14,7,gi-client-static,/baskets,mobile,2,0,2,1.48,1.48,0.088,0.088,0.0,0.0,1.08,1.08,0.0,0.0,2026-05-21T13:24:12.106659+05:30
2026-05-14,7,gi-client-static,/blog/[slug],desktop,12,0,10,3.234375,11.968,0.088,0.088,0.00494384765625,0.063,2.609375,11.124,0.0,0.0,2026-05-21T13:24:12.106659+05:30
