timestamp,context_session_id,user_id,asset_id,asset_name,item_position,suggestion_type,suggestion_count,active_tab
2026-04-04T17:34:17.785+05:30,1775304207151.0,1582686,2486,Basket Smart Bond Feb'28,2,top_ytm,3,bonds
2026-04-04T17:47:01.811+05:30,1775304343030.0,1761463,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-04T18:02:08.189+05:30,1775305907868.0,1081629,2486,Basket Smart Bond Feb'28,2,top_ytm,3,bonds
2026-04-04T18:11:44.024+05:30,1775306231591.0,1761517,2254,Akara Capitals May'27,3,top_ytm,3,bonds
2026-04-04T18:27:21.297+05:30,1775307338691.0,1264174,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-04T19:28:10.031+05:30,1775310891209.0,1761677,2197,Lucina Jan'29,1,top_ytm,3,baskets
2026-04-04T21:37:29.376+05:30,1775317371551.0,1761875,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-04T21:38:19.027+05:30,1775318795063.0,1688260,2197,Lucina Jan'29,1,top_ytm,3,bonds
2026-04-04T23:24:08.544+05:30,1775325136986.0,1699994,2197,Lucina Jan'29,1,top_ytm,3,baskets
2026-04-04T23:44:23.766+05:30,1775324776401.0,1761796,2197,Lucina Jan'29,1,top_ytm,3,bonds
2026-04-05T00:00:41.611+05:30,1775327389038.0,1164584,2512,Paisalo Sep'28,3,top_ytm,3,bonds
2026-04-05T01:51:42.962+05:30,1775333510056.0,1312276,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-05T08:39:08.605+05:30,1775358506096.0,1280873,2512,Paisalo Sep'28,3,top_ytm,3,bonds
2026-04-05T11:16:17.607+05:30,1775366171009.0,1762981,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-05T11:57:28.81+05:30,1775370413843.0,1249801,2197,Lucina Jan'29,1,top_ytm,3,baskets
2026-04-05T12:16:16.309+05:30,1775371425006.0,1763244,2254,Akara Capitals May'27,3,top_ytm,3,highyieldfd
2026-04-05T12:53:15.499+05:30,1775373198915.0,1727921,2445,Keertana Finserv Oct'28,3,top_ytm,3,bonds
2026-04-05T15:58:47.053+05:30,1775384841691.0,1712268,2365,"LoanX 8,000+ Jun’27",1,top_ytm,3,bonds
2026-04-05T16:28:20.843+05:30,1775386160414.0,1763389,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-05T16:52:04.474+05:30,1775386407166.0,1366487,2318,Spandana June'28,3,top_ytm,3,bonds
2026-04-05T17:29:50.696+05:30,1775390364210.0,164454,2486,Basket Smart Bond Feb'28,2,top_ytm,3,bonds
2026-04-05T17:56:06.038+05:30,1775391915782.0,1761022,2254,Akara Capitals May'27,3,top_ytm,3,bonds
2026-04-05T19:14:32.439+05:30,1775396340713.0,1764380,2254,Akara Capitals May'27,2,top_ytm,3,bonds
2026-04-05T19:18:50.204+05:30,1775396895520.0,1725198,2368,Akme Dec'28,1,top_ytm,3,bonds
2026-04-05T20:47:06.021+05:30,1775401277225.0,1361542,2512,Paisalo Sep'28,3,top_ytm,3,baskets
2026-04-05T21:16:42.407+05:30,1775403893306.0,1531531,2368,Akme Dec'28,1,top_ytm,3,bonds
2026-04-05T22:18:06.047+05:30,1775407504959.0,1718857,2318,Spandana June'28,3,top_ytm,3,bonds
2026-04-05T22:53:41.404+05:30,,1764852,2486,Basket Smart Bond Feb'28,1,top_ytm,3,bonds
2026-04-05T23:32:59.033+05:30,1775410994084.0,1315442,2197,Lucina Jan'29,1,top_ytm,3,bonds
2026-04-06T00:20:09.73+05:30,1775414946329.0,1765041,2445,Keertana Finserv Oct'28,2,top_ytm,3,bonds
2026-04-06T01:01:09.689+05:30,1775417089178.0,740952,2368,Akme Dec'28,1,top_ytm,3,bonds
2026-04-06T07:29:59.981+05:30,1775440375659.0,921415,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T07:46:16.417+05:30,1775441666208.0,1254528,2486,Basket Smart Bond Feb'28,2,top_ytm,3,baskets
2026-04-06T08:38:08.962+05:30,1775444766216.0,1765304,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T09:16:58.279+05:30,1775447192775.0,20110,2368,Akme Dec'28,1,top_ytm,3,bonds
2026-04-06T09:25:51.634+05:30,1775447714362.0,670742,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T09:38:07.185+05:30,1775448142179.0,1765550,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T09:54:41.167+05:30,1775449011733.0,1765583,2445,Keertana Finserv Oct'28,2,top_ytm,3,bonds
2026-04-06T10:15:03.024+05:30,1775449606686.0,1765603,2368,Akme Dec'28,3,top_ytm,3,bonds
2026-04-06T10:19:11.484+05:30,1775450916426.0,1765583,2445,Keertana Finserv Oct'28,2,top_ytm,3,bonds
2026-04-06T11:16:28.817+05:30,1775454381192.0,521581,2368,Akme Dec'28,1,top_ytm,3,bonds
2026-04-06T11:42:21.944+05:30,1775455533970.0,1025351,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T11:47:56.027+05:30,1775455716172.0,1305092,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T12:30:55.473+05:30,1775458762071.0,1065001,2197,Lucina Jan'29,1,top_ytm,3,bonds
2026-04-06T12:55:48.21+05:30,1775459614843.0,1766044,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T13:01:26.017+05:30,1775460590055.0,256328,2197,Lucina Jan'29,1,top_ytm,3,bonds
2026-04-06T13:27:29.286+05:30,1775462199652.0,1766176,2254,Akara Capitals May'27,3,top_ytm,3,bonds
2026-04-06T13:30:57.533+05:30,1775457296270.0,1646578,2368,Akme Dec'28,2,top_ytm,3,bonds
2026-04-06T14:24:43.631+05:30,1775465654807.0,1580235,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T14:26:52.611+05:30,1775465698746.0,1766335,2506,Best Capital Mar'29,1,top_ytm,3,sdi
2026-04-06T14:37:53.497+05:30,1775465909826.0,1766348,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T14:45:01.219+05:30,1775466306236.0,1766369,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T19:40:18.996+05:30,1775484566684.0,1577267,2535,Ultra High Yield Basket Jan'28,2,top_ytm,3,bonds
2026-04-06T19:44:05.804+05:30,1775484812566.0,670742,2535,Ultra High Yield Basket Jan'28,3,top_ytm,3,bonds
2026-04-06T20:40:55.866+05:30,1775488203258.0,1767179,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T20:59:46.428+05:30,1775489259357.0,1767206,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T22:40:19.042+05:30,1775495121683.0,482715,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-06T23:15:30.315+05:30,1775497496922.0,1163809,2445,Keertana Finserv Oct'28,3,top_ytm,3,bonds
2026-04-07T00:59:14.181+05:30,1775503331963.0,1767661,2506,Best Capital Mar'29,1,top_ytm,3,highyieldfd
2026-04-07T01:24:16.981+05:30,1775504815533.0,1767687,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-07T01:34:22.845+05:30,1775505651478.0,1766841,2506,Best Capital Mar'29,1,top_ytm,3,highyieldfd
2026-04-07T07:37:00.417+05:30,1775527617500.0,1429620,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-07T07:37:00.487+05:30,1775527617500.0,1429620,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-07T07:48:43.728+05:30,1775528188027.0,1767928,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-07T09:35:28.385+05:30,1775533989601.0,1063391,2539,Indel Money April'28,2,top_ytm,3,bonds
2026-04-07T10:58:39.372+05:30,1775539228973.0,1768286,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-07T10:58:52.011+05:30,1775539228973.0,1768286,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-07T11:06:39.954+05:30,1775539875697.0,1733717,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-07T11:56:02.295+05:30,1775543144627.0,487313,2290,Akara Capitals May'27,3,top_ytm,3,bonds
2026-04-07T14:14:45.4+05:30,1775548490738.0,1768650,2535,Ultra High Yield Basket Jan'28,3,top_ytm,3,bonds
2026-04-07T14:50:31.766+05:30,1775553177133.0,1596789,2445,Keertana Finserv Oct'28,3,top_ytm,3,bonds
2026-04-07T15:26:25.723+05:30,1775555027244.0,1769082,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-07T16:00:08.275+05:30,1775555473360.0,1763586,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-07T16:01:36.641+05:30,1775555473360.0,1763586,2535,Ultra High Yield Basket Jan'28,2,top_ytm,3,bonds
2026-04-07T16:38:07.485+05:30,1775560063120.0,1769272,2486,Basket Smart Bond Feb'28,3,top_ytm,3,baskets
2026-04-07T16:48:22.764+05:30,1775560602679.0,976935,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-07T17:44:29.76+05:30,1775563929218.0,1768870,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-07T20:30:17.795+05:30,1775573239898.0,1717679,2535,Ultra High Yield Basket Jan'28,2,top_ytm,3,bonds
2026-04-07T20:31:33.637+05:30,1775573239898.0,1717679,2290,Akara Capitals May'27,3,top_ytm,3,bonds
2026-04-07T22:34:27.317+05:30,1775581302242.0,1700192,2527,Regency Fincorp June'27,1,top_ytm,3,sdi
2026-04-08T04:28:44.677+05:30,1775602599201.0,1311229,2197,Lucina Jan'29,1,top_ytm,3,bonds
2026-04-08T07:34:40.725+05:30,1775613822387.0,1710480,2527,Regency Fincorp June'27,1,top_ytm,3,bonds
2026-04-08T09:57:35.371+05:30,1775622135271.0,1770657,2527,Regency Fincorp June'27,3,top_ytm,3,bonds
2026-04-08T11:12:47.182+05:30,1775625017299.0,1061509,2539,Indel Money April'28,3,top_ytm,3,bonds
2026-04-08T11:13:02.582+05:30,1775626380967.0,1598137,2527,Regency Fincorp June'27,1,top_ytm,3,bonds
2026-04-08T13:14:10.345+05:30,1775634226094.0,948727,2527,Regency Fincorp June'27,1,top_ytm,3,bonds
2026-04-08T14:08:24.88+05:30,1775636440480.0,1770108,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-08T14:52:55.345+05:30,1775640012375.0,1771352,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-08T16:00:53.18+05:30,1775641538331.0,1294205,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-08T18:58:05.637+05:30,1775654380685.0,1764644,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-08T18:58:32.496+05:30,1775654380685.0,1764644,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-08T20:25:53.939+05:30,1775659702618.0,746205,2527,Regency Fincorp June'27,1,top_ytm,3,bonds
2026-04-08T21:02:59.219+05:30,1775660400188.0,1771984,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-08T23:32:20.194+05:30,1775671029685.0,1754620,2197,Lucina Jan'29,1,top_ytm,3,baskets
