timestamp,context_session_id,user_id,query_text,clicked_asset_id,clicked_asset_name,clicked_asset_type,result_position,results_count,active_tab
2026-04-16T09:53:05.173+05:30,1776313264651.0,1031878,Nido homes,2497,RCBNH260301,bonds,0,1,bonds
2026-04-16T10:00:22.473+05:30,1776313497399.0,1790682,Personal loan,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-16T10:04:42.559+05:30,1776314051223.0,1770667,Satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-16T10:12:51.137+05:30,1776314287520.0,1778190,Navi,2438,RCBNF260202,bonds,0,3,bonds
2026-04-16T10:18:11.617+05:30,1776314051223.0,1770667,Inde,2500,RCBIM260301,bonds,0,3,bonds
2026-04-16T10:24:16.319+05:30,1776315248023.0,6,Bes,2505,RCBBC260301,bonds,0,1,bonds
2026-04-16T10:26:01.418+05:30,1776314887585.0,1780775,Muth,2472,RCBMM260301,bonds,0,1,bonds
2026-04-16T10:33:52.744+05:30,1776315382369.0,1647483,Krazybee,2542,RCBES260401,bonds,1,0,bonds
2026-04-16T10:41:38.382+05:30,1776316217209.0,811057,Satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-16T10:55:07.889+05:30,1776317054670.0,1787949,Loan,2365,RLNXAK260101,sdi,0,8,bonds
2026-04-16T10:59:34.571+05:30,1776317304984.0,1770667,Indel,2500,RCBIM260301,bonds,0,2,bonds
2026-04-16T10:59:54.458+05:30,1776317353310.0,867331,Mut,2472,RCBMM260301,bonds,0,1,bonds
2026-04-16T11:00:17.499+05:30,1776316708079.0,1790925,Personal loan,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-16T11:00:29.942+05:30,1776317304984.0,1770667,Satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-16T11:01:18.783+05:30,1776317304984.0,1770667,Indel,2500,RCBIM260301,bonds,0,2,bonds
2026-04-16T11:01:35.474+05:30,1776317304984.0,1770667,Satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-16T11:04:37.233+05:30,1776317667510.0,491491,Capri,2422,RCBCGL260201,bonds,0,3,bonds
2026-04-16T11:06:11.482+05:30,1776317705651.0,1773668,Navi,2438,RCBNF260202,bonds,0,3,bonds
2026-04-16T11:30:48.332+05:30,1776319201986.0,748347,INE342TO7494,2438,RCBNF260202,bonds,0,0,bonds
2026-04-16T11:32:47.184+05:30,1776319025334.0,1717679,Regency ,2394,RCBRF260201,bonds,0,1,bonds
2026-04-16T11:34:05.273+05:30,1776319025334.0,1717679,Unif,1292,FDUNT240901,high_yield_fd,0,1,bonds
2026-04-16T11:37:06.068+05:30,1776317700427.0,1774840,Indel,2500,RCBIM260301,bonds,0,2,bonds
2026-04-16T11:43:06.606+05:30,1776319878052.0,458292,regency,2394,RCBRF260201,bonds,0,1,bonds
2026-04-16T11:49:44.382+05:30,1776315204448.0,1513928,RBI Bonds,2486,RCBSBBK260301,basket,0,1,bonds
2026-04-16T12:03:13.581+05:30,1776321127628.0,1786543,Finser,2438,RCBNF260202,bonds,0,5,bonds
2026-04-16T12:07:11.085+05:30,1776315204448.0,1513928,satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-16T12:08:25.172+05:30,1776315204448.0,1513928,INE836B08319,2462,RCBSFL260301,bonds,0,0,bonds
2026-04-16T12:10:18.544+05:30,1776315204448.0,1513928,NYPC,2394,RCBRF260201,bonds,0,0,bonds
2026-04-16T12:16:22.615+05:30,1776321895783.0,1774105,Nido,2497,RCBNH260301,bonds,0,2,bonds
2026-04-16T12:16:58.466+05:30,1776321895783.0,1774105,Nido,2497,RCBNH260301,bonds,0,2,bonds
2026-04-16T12:21:30.448+05:30,1776321149504.0,771627,hudco,2423,RCBHDC260201,bonds,0,1,bonds
2026-04-16T12:26:00.818+05:30,1776322511030.0,1456248,Muthoot,2104,RCBMM251005,bonds,0,1,bonds
2026-04-16T12:27:34.973+05:30,1776322594090.0,1774523,Bharat bond,2473,RCBCM260301,bonds,0,1,bonds
2026-04-16T12:40:17.694+05:30,1776321149504.0,771627,mut,2472,RCBMM260301,bonds,0,1,bonds
2026-04-16T12:40:39.152+05:30,1776321149504.0,771627,pais,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-16T12:46:44.524+05:30,1776321149504.0,771627,pai,2499,RCBPSL260301,bonds,0,2,bonds
2026-04-16T13:37:56.043+05:30,1776326506300.0,1791455,Sovereign ,2312,RGSEC251204,bonds,0,2,bonds
2026-04-16T13:40:39.922+05:30,1776326380683.0,1791450,Md ajad,2473,RCBCM260301,bonds,0,0,bonds
2026-04-16T13:44:16.933+05:30,1776326493234.0,937567,Akara,2290,RCBAC251202,bonds,0,1,bonds
2026-04-16T14:00:19.442+05:30,1776328160050.0,771627,paid,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-16T14:00:32.351+05:30,1776328160050.0,771627,hudco,2423,RCBHDC260201,bonds,0,1,bonds
2026-04-16T14:14:52.033+05:30,1776329059755.0,1787970,Mut,2104,RCBMM251005,bonds,0,1,bonds
2026-04-16T14:27:18.944+05:30,1776329727026.0,712964,Muthoot,2104,RCBMM251005,bonds,0,1,sdi
2026-04-16T14:30:03.903+05:30,1776329903472.0,1790715,AAA Rating,2254,RCBAC251201,bonds,0,1,bonds
2026-04-16T14:32:30.557+05:30,1776330118307.0,782903,Capri,2422,RCBCGL260201,bonds,0,4,bonds
2026-04-16T14:47:21.11+05:30,1776330029892.0,1787414,Kee,2445,RCBKF260201,bonds,0,1,bonds
2026-04-16T14:50:50.635+05:30,1776331101461.0,1791678,Paisa,2499,RCBPSL260301,bonds,0,2,bonds
2026-04-16T14:56:28.922+05:30,1776331268436.0,1646578,Loan,2365,RLNXAK260101,sdi,0,7,bonds
2026-04-16T14:57:20.853+05:30,1776331540621.0,1422678,T bi,2556,RCBTB260408,bonds,2,0,bonds
2026-04-16T15:11:53.161+05:30,1776330985982.0,1626356,Basket,2570,RCBGBBBK260401,basket,1,3,bonds
2026-04-16T15:12:20.711+05:30,1776330985982.0,1626356,Gold,2445,RCBKF260201,bonds,3,7,bonds
2026-04-16T15:41:08.299+05:30,1776334252174.0,1776908,Gov,2556,RCBTB260408,bonds,2,4,bonds
2026-04-16T15:41:34.74+05:30,1776334252174.0,1776908,Gov,2554,RCBTB260406,bonds,0,4,bonds
2026-04-16T15:42:07.13+05:30,1776334252174.0,1776908,Gov,2434,RCBAP260201,bonds,3,4,bonds
2026-04-16T16:04:46.635+05:30,1776335337961.0,1791145,Kosa,2553,RCBKM260401,bonds,1,3,bonds
2026-04-16T16:04:55.808+05:30,1776335337961.0,1791145,Kosa,2553,RCBKM260401,bonds,1,3,bonds
2026-04-16T16:05:42.955+05:30,1776335337961.0,1791145,Indel,2500,RCBIM260301,bonds,0,2,bonds
2026-04-16T16:06:37.006+05:30,1776335337961.0,1791145,Indel,2500,RCBIM260301,bonds,0,2,bonds
2026-04-16T16:13:10.197+05:30,1776335337961.0,1791145,Idel,2500,RCBIM260301,bonds,0,1,bonds
2026-04-16T16:13:38.985+05:30,1776335337961.0,1791145,Kosa,2553,RCBKM260401,bonds,1,3,bonds
2026-04-16T16:14:02.004+05:30,1776335337961.0,1791145,Kosa,2239,RCBKM251102,bonds,0,3,bonds
2026-04-16T16:14:51.449+05:30,1776335337961.0,1791145,Navi,2438,RCBNF260202,bonds,0,3,bonds
2026-04-16T16:21:36.356+05:30,1776335337961.0,1791145,early,2542,RCBES260401,bonds,0,1,bonds
2026-04-16T16:25:27.535+05:30,1776335337961.0,1791145,Mut,2104,RCBMM251005,bonds,0,2,bonds
2026-04-16T16:25:39.287+05:30,1776336811245.0,1786140,Akara capitals may,2290,RCBAC251202,bonds,0,3,bonds
2026-04-16T16:31:50.711+05:30,1776337255212.0,1791927,Personal lo,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-16T16:56:12.205+05:30,1776338631601.0,1789158,Gold ,2570,RCBGBBBK260401,basket,0,9,bonds
2026-04-16T17:13:06.433+05:30,1776339510855.0,1792018,6month,2497,RCBNH260301,bonds,2,0,bonds
2026-04-16T17:13:59.444+05:30,1776339817064.0,1791145,Kosa,2239,RCBKM251102,bonds,0,3,bonds
2026-04-16T17:38:53.577+05:30,1776341246968.0,1792095,Gold etf,2566,RCBUG260401,bonds,0,2,bonds
2026-04-16T17:39:48.493+05:30,1776341246968.0,1792095,ETf gold,2570,RCBGBBBK260401,basket,0,3,bonds
2026-04-16T18:02:19.36+05:30,1776342670104.0,800373,India,2471,RCBIC260301,bonds,6,7,bonds
2026-04-16T18:05:10.789+05:30,1776342868702.0,1791678,Paisa,2499,RCBPSL260301,bonds,0,2,bonds
2026-04-16T18:06:13.115+05:30,1776342509757.0,1677329,Basxit,2486,RCBSBBK260301,basket,0,0,bonds
2026-04-16T18:27:38.786+05:30,1776344138460.0,1792201,RBI bonds,2486,RCBSBBK260301,basket,0,1,bonds
2026-04-16T18:36:06.313+05:30,1776344661564.0,1630391,Gold bonds,2570,RCBGBBBK260401,basket,1,2,bonds
2026-04-16T19:13:54.093+05:30,1776346669046.0,1676107,Sell bond,2500,RCBIM260301,bonds,0,0,bonds
2026-04-16T19:19:01.711+05:30,1776347321969.0,1117940,Gold,2539,RCBIM260302,bonds,0,1,bonds
2026-04-16T19:53:09.104+05:30,1776349288272.0,158930,Gold,2104,RCBMM251005,bonds,3,9,bonds
2026-04-16T19:55:02.875+05:30,1776349431014.0,1785739,Paisalo,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-16T19:58:23.355+05:30,1776348605405.0,978939,INE342T07635,2438,RCBNF260202,bonds,0,0,bonds
2026-04-16T20:03:14.853+05:30,1776349804029.0,1263449,Cap,2422,RCBCGL260201,bonds,0,5,bonds
2026-04-16T20:16:28.357+05:30,1776350629946.0,1688918,Ifci,2369,RCBIIFLS260201,bonds,1,0,bonds
2026-04-16T20:17:13.826+05:30,1776349954933.0,1791119,Indel,2214,RCBIM251103,bonds,1,4,bonds
2026-04-16T20:28:12.164+05:30,1776351264134.0,1792440,Incred,2471,RCBIC260301,bonds,0,9,bonds
2026-04-16T20:31:02.74+05:30,1776350629946.0,1688918,Ifci,2369,RCBIIFLS260201,bonds,1,0,bonds
2026-04-16T20:31:36.663+05:30,1776350629946.0,1688918,Iifl,2092,RCBIIFL251001,bonds,0,2,bonds
2026-04-16T20:38:14.371+05:30,1776352052289.0,1785369,Aspero,2446,RCBKF260202,bonds,1,0,bonds
2026-04-16T20:40:44.197+05:30,1776352066207.0,1792440,Incred,2471,RCBIC260301,bonds,0,9,bonds
2026-04-16T20:46:45.653+05:30,1776352592737.0,964008,Adani,2431,RCBAA260201,bonds,0,5,bonds
2026-04-16T20:49:31.801+05:30,1776352478286.0,923611,Kosa,2553,RCBKM260401,bonds,1,3,bonds
2026-04-16T20:57:48.461+05:30,1776353255058.0,1493866,Muf,2571,RCBMMF260401,bonds,0,0,bonds
2026-04-16T21:29:06.362+05:30,1776354969469.0,1792551,Keert,2445,RCBKF260201,bonds,0,1,bonds
2026-04-16T22:07:56.834+05:30,1776357102933.0,1790006,RCBBC260302,2486,RCBSBBK260301,basket,0,0,bonds
2026-04-16T22:22:20.277+05:30,1776357363761.0,1669255,Ugro,2393,RCBKD260201,bonds,0,1,bonds
2026-04-16T22:47:17.784+05:30,1776359632511.0,1778190,Fin,2462,RCBSFL260301,bonds,3,14,bonds
2026-04-16T22:50:27.951+05:30,1776359632511.0,1778190,Satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-16T23:03:14.257+05:30,1776360078902.0,1247070,Satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-16T23:04:37.487+05:30,1776360078902.0,1247070,Satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-16T23:34:04.775+05:30,1776360765902.0,1748474,Gorme,2497,RCBNH260301,bonds,0,0,bonds
2026-04-16T23:36:07.112+05:30,1776360765902.0,1748474,Gorme,2394,RCBRF260201,bonds,2,0,bonds
2026-04-16T23:48:47.885+05:30,1776363456075.0,1610135,1000,2365,RLNXAK260101,sdi,0,1,bonds
2026-04-16T23:49:35.244+05:30,1776363378527.0,976873,Uni,2572,RCBUG260402,bonds,0,2,bonds
2026-04-16T23:57:10.477+05:30,1776363088165.0,135237,Lucina,2092,RCBIIFL251001,bonds,0,1,bonds
2026-04-17T00:11:19.723+05:30,1776364688223.0,1767912,Basket,2486,RCBSBBK260301,basket,0,4,bonds
2026-04-17T00:12:35.548+05:30,1776364688223.0,1767912,Basket,2570,RCBGBBBK260401,basket,1,4,bonds
2026-04-17T00:47:03.612+05:30,1776367018394.0,233,Samm,2565,RCBSC260402,bonds,0,4,bonds
2026-04-17T00:47:49.169+05:30,1776367018394.0,233,Microfi,2571,RCBMMF260401,bonds,0,1,bonds
2026-04-17T03:12:32.178+05:30,1776374020553.0,837259,Bond,2486,RCBSBBK260301,basket,1,2,bonds
2026-04-17T07:20:03.706+05:30,1776390326407.0,1792318,Personal ,2446,RCBKF260202,bonds,0,2,bonds
2026-04-17T08:01:30.811+05:30,1776391862338.0,1358952,INE916Y07065,2365,RLNXAK260101,sdi,0,0,bonds
2026-04-17T08:01:58.623+05:30,1776393049297.0,1623605,1000,2365,RLNXAK260101,sdi,0,1,bonds
2026-04-17T08:05:46.081+05:30,1776391862338.0,1358952,INE04UP07162,2506,RCBBC260302,bonds,0,1,bonds
2026-04-17T08:46:59.621+05:30,1776395792950.0,1733736,Akara,2290,RCBAC251202,bonds,0,2,highyieldfd
2026-04-17T09:18:05.669+05:30,1776397402275.0,1712901,INE08XP07464,2254,RCBAC251201,bonds,0,0,bonds
2026-04-17T09:18:29.949+05:30,1776397570924.0,1793360,Nagendar kumar ,2393,RCBKD260201,bonds,1,0,bonds
2026-04-17T09:26:42.35+05:30,1776398153154.0,1146633,Capri glob,2422,RCBCGL260201,bonds,0,2,bonds
2026-04-17T09:27:02.367+05:30,1776398153154.0,1146633,Capri,2422,RCBCGL260201,bonds,0,4,bonds
2026-04-17T09:41:00.558+05:30,1776398318887.0,1790593,Keerta,2446,RCBKF260202,bonds,0,3,bonds
2026-04-17T09:45:29.878+05:30,1776398344127.0,1793389,Lone,2280,RCBLK251201,bonds,0,1,bonds
2026-04-17T09:52:58+05:30,1776399222174.0,1163076,sat,2462,RCBSFL260301,bonds,0,4,bonds
2026-04-17T09:54:48.364+05:30,1776399846500.0,1607084,Shalibhadra,2290,RCBAC251202,bonds,1,0,bonds
2026-04-17T09:59:55.041+05:30,1776398696491.0,1045539,Muthoot mini,2571,RCBMMF260401,bonds,0,2,bonds
2026-04-17T10:08:06.071+05:30,1776398791996.0,1774840,Dar,2528,RCBDAR260401,bonds,0,4,bonds
2026-04-17T10:15:59.947+05:30,1776400075673.0,1770667,Satin fin,2462,RCBSFL260301,bonds,0,2,bonds
2026-04-17T10:31:28.224+05:30,1776401638824.0,2,nuthoo,2571,RCBMMF260401,bonds,1,2,bonds
2026-04-17T10:31:40.602+05:30,1776401638824.0,2,muthoot,2571,RCBMMF260401,bonds,1,2,bonds
2026-04-17T10:36:02.802+05:30,1776402218622.0,1792914,Akara,2290,RCBAC251202,bonds,0,2,bonds
2026-04-17T10:36:07.495+05:30,1776401574028.0,569751,Kirtana,2393,RCBKD260201,bonds,0,3,bonds
2026-04-17T10:42:32.796+05:30,1776402694169.0,1676361,Nido,2497,RCBNH260301,bonds,0,4,bonds
2026-04-17T10:42:50.168+05:30,1776402694169.0,1676361,Nido,2568,RCBNH260403,bonds,1,4,bonds
2026-04-17T10:43:27.056+05:30,1776402694169.0,1676361,Nido,2497,RCBNH260301,bonds,0,4,bonds
2026-04-17T10:44:16.507+05:30,1776402694169.0,1676361,Nido,2497,RCBNH260301,bonds,0,4,bonds
2026-04-17T10:53:09.166+05:30,1776402694169.0,1676361,Incred,2471,RCBIC260301,bonds,0,10,bonds
2026-04-17T10:54:51.177+05:30,1776402694169.0,1676361,Nido,2497,RCBNH260301,bonds,1,6,bonds
2026-04-17T10:55:04.988+05:30,1776402694169.0,1676361,Nido,1994,RMCBNH250901,bonds,0,6,bonds
2026-04-17T10:55:55.753+05:30,1776402694169.0,1676361,Nido,1994,RMCBNH250901,bonds,0,6,bonds
2026-04-17T10:56:08.634+05:30,1776402694169.0,1676361,Nido,2568,RCBNH260403,bonds,2,6,bonds
2026-04-17T10:56:20.865+05:30,1776402694169.0,1676361,Nido,2280,RCBLK251201,bonds,3,6,bonds
2026-04-17T10:57:03.101+05:30,1776402694169.0,1676361,Lend,2280,RCBLK251201,bonds,0,3,bonds
2026-04-17T10:57:51.54+05:30,1776402694169.0,1676361,Led,1938,RMCBIM250801,bonds,0,0,bonds
2026-04-17T10:58:08.299+05:30,1776402694169.0,1676361,Lend,2280,RCBLK251201,bonds,0,3,bonds
2026-04-17T10:59:29.538+05:30,1776402694169.0,1676361,Nido,2497,RCBNH260301,bonds,1,6,bonds
2026-04-17T10:59:44.355+05:30,1776402694169.0,1676361,Nido,1994,RMCBNH250901,bonds,0,6,bonds
2026-04-17T11:00:01.65+05:30,1776402694169.0,1676361,Nido,1994,RMCBNH250901,bonds,0,6,bonds
2026-04-17T11:00:14.198+05:30,1776402694169.0,1676361,Nido,2497,RCBNH260301,bonds,1,6,bonds
2026-04-17T11:01:04.833+05:30,1776402694169.0,1676361,Nido,1994,RMCBNH250901,bonds,0,6,bonds
2026-04-17T11:01:23.959+05:30,1776402694169.0,1676361,Nido,2497,RCBNH260301,bonds,1,6,bonds
2026-04-17T11:02:07.906+05:30,1776402694169.0,1676361,Nido,1994,RMCBNH250901,bonds,0,6,bonds
2026-04-17T11:02:43.134+05:30,1776402694169.0,1676361,Nido,1994,RMCBNH250901,bonds,0,6,bonds
2026-04-17T11:03:00.786+05:30,1776402694169.0,1676361,Nido,2497,RCBNH260301,bonds,1,6,bonds
2026-04-17T11:08:24.574+05:30,1776404279876.0,1564620,Ap ,2434,RCBAP260201,bonds,0,1,bonds
2026-04-17T11:10:29.906+05:30,1776404279876.0,1564620,Ap st,2434,RCBAP260201,bonds,0,1,bonds
2026-04-17T11:22:09.331+05:30,1776405053693.0,878533,Navi,2393,RCBKD260201,bonds,1,2,bonds
2026-04-17T11:32:07.059+05:30,1776405680351.0,1793717,Gov,2554,RCBTB260406,bonds,0,4,bonds
2026-04-17T11:35:04.708+05:30,1776405305974.0,1793680,Loan loan,2324,RGSEC251205,bonds,1,3,bonds
2026-04-17T11:48:51.598+05:30,1776406025593.0,459296,Navi,2393,RCBKD260201,bonds,1,2,sdi
2026-04-17T11:56:51.241+05:30,1776407166139.0,1425652,Navi,2438,RCBNF260202,bonds,0,3,bonds
2026-04-17T12:04:21.791+05:30,1776407185636.0,1772486,regency,2394,RCBRF260201,bonds,0,1,bonds
2026-04-17T12:24:26.088+05:30,1776408846674.0,1676361,Nido,2568,RCBNH260403,bonds,1,4,bonds
2026-04-17T12:24:35.606+05:30,1776408846674.0,1676361,Nido,2497,RCBNH260301,bonds,0,4,bonds
2026-04-17T12:25:19.955+05:30,1776408846674.0,1676361,Nido,2497,RCBNH260301,bonds,0,4,bonds
2026-04-17T12:34:19.359+05:30,1776408846674.0,1676361,Incred,2471,RCBIC260301,bonds,0,8,bonds
2026-04-17T12:36:23.458+05:30,1776408846674.0,1676361,Incred,2471,RCBIC260301,bonds,0,8,bonds
2026-04-17T12:38:38.038+05:30,1776408846674.0,1676361,Incred,2471,RCBIC260301,bonds,0,8,bonds
2026-04-17T12:42:54.112+05:30,1776409789912.0,1646578,Keerthana ,2393,RCBKD260201,bonds,0,1,bonds
2026-04-17T12:43:32.785+05:30,1776408846674.0,1676361,Lend,2280,RCBLK251201,bonds,0,2,bonds
2026-04-17T13:10:52.72+05:30,1776411633401.0,764620,8637891974,2471,RCBIC260301,bonds,0,0,bonds
2026-04-17T13:29:40.127+05:30,1776412664271.0,1794040,Lone,2280,RCBLK251201,bonds,0,1,bonds
2026-04-17T13:39:24.868+05:30,1776413357932.0,1180511,Paisa,2499,RCBPSL260301,bonds,0,2,bonds
2026-04-17T13:42:52.948+05:30,1776413554172.0,1683190,Akara,2254,RCBAC251201,bonds,0,2,bonds
2026-04-17T13:43:16.055+05:30,1776413496675.0,1794066,Rbi bond,2500,RCBIM260301,bonds,0,2,bonds
2026-04-17T13:59:33.993+05:30,1776414513673.0,1794113,Loan,2365,RLNXAK260101,sdi,0,8,bonds
2026-04-17T14:00:24.207+05:30,1776414556341.0,1003770,Baskets ,2570,RCBGBBBK260401,basket,1,3,bonds
2026-04-17T14:10:16.658+05:30,1776414513673.0,1794113,Loan,2473,RCBCM260301,bonds,4,8,bonds
2026-04-17T14:28:01.137+05:30,1776415871087.0,1794174,Dark,2528,RCBDAR260401,bonds,0,4,bonds
2026-04-17T14:36:04.874+05:30,1776416457206.0,1794200,Loan ,2312,RGSEC251204,bonds,0,6,bonds
2026-04-17T14:36:17.531+05:30,1776416757846.0,1044745,goldbond,2570,RCBGBBBK260401,basket,0,1,bonds
2026-04-17T14:46:45.577+05:30,1776416620009.0,1794205,Personal loan,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-17T14:59:41.109+05:30,1776418148210.0,1791808,Gov,2556,RCBTB260408,bonds,2,4,bonds
2026-04-17T15:26:59.772+05:30,1776419703020.0,744829,Gov,2554,RCBTB260406,bonds,0,4,bonds
2026-04-17T15:53:01.232+05:30,1776421317647.0,1622168,Capri,2422,RCBCGL260201,bonds,0,5,bonds
2026-04-17T15:55:18.124+05:30,1776421317647.0,1622168,Icl fin,2573,RCBAK260401,bonds,6,8,bonds
2026-04-17T16:00:27.437+05:30,1776420223278.0,1794351,Parsonal loan,2499,RCBPSL260301,bonds,0,2,bonds
2026-04-17T16:10:56.761+05:30,1776420223278.0,1794351,Prasnao,2393,RCBKD260201,bonds,0,1,bonds
2026-04-17T16:11:14.31+05:30,1776420223278.0,1794351,Parsonal loan ,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-17T16:11:53.423+05:30,1776420223278.0,1794351,Parsonal loan ,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-17T16:14:26.078+05:30,1776421963969.0,1406485,Government ,2554,RCBTB260406,bonds,0,3,bonds
2026-04-17T16:18:07.268+05:30,1776420223278.0,1794351,Loan ,2473,RCBCM260301,bonds,5,6,bonds
2026-04-17T16:48:07.268+05:30,1776424488216.0,1780737,SHREMINVIT,2554,RCBTB260406,bonds,2,0,bonds
2026-04-17T17:00:43.433+05:30,1776425213742.0,1002347,akara,2290,RCBAC251202,bonds,0,2,bonds
2026-04-17T17:01:18.154+05:30,1776425469431.0,827040,Navi,2438,RCBNF260202,bonds,0,3,bonds
2026-04-17T17:47:26.662+05:30,1776428161642.0,1663295,Moti,2104,RCBMM251005,bonds,0,0,bonds
2026-04-17T17:49:34.596+05:30,1776428161642.0,1663295,Chol,2473,RCBCM260301,bonds,0,1,bonds
2026-04-17T18:00:30.375+05:30,1776429017156.0,1064611,Mcred,2472,RCBMM260301,bonds,2,3,bonds
2026-04-17T18:48:27.91+05:30,1776431889448.0,1786756,Muthoot,2104,RCBMM251005,bonds,0,2,bonds
2026-04-17T18:54:35.343+05:30,1776431889448.0,1786756,Muth,2104,RCBMM251005,bonds,0,2,bonds
2026-04-17T19:01:33.922+05:30,1776432260987.0,1679610,MUT,2472,RCBMM260301,bonds,0,2,bonds
2026-04-17T19:08:39.595+05:30,1776432260987.0,1679610,NIDO,2500,RCBIM260301,bonds,3,4,bonds
2026-04-17T19:09:09.316+05:30,1776432260987.0,1679610,NIDO,2280,RCBLK251201,bonds,2,4,bonds
2026-04-17T19:09:26.812+05:30,1776432260987.0,1679610,NIDO,2568,RCBNH260403,bonds,1,4,bonds
2026-04-17T19:10:25.041+05:30,1776432260987.0,1679610,NID,2497,RCBNH260301,bonds,0,4,bonds
2026-04-17T19:28:02.278+05:30,1776434237925.0,1603877,NTPC bonds,2497,RCBNH260301,bonds,0,0,bonds
2026-04-17T19:30:42.767+05:30,1776434339890.0,1386736,Dar,2528,RCBDAR260401,bonds,0,4,bonds
2026-04-17T19:35:15.253+05:30,1776434339890.0,1386736,Dar,2528,RCBDAR260401,bonds,0,4,bonds
2026-04-17T19:40:01.331+05:30,1776434906099.0,1637340,RBI BONDS,2486,RCBSBBK260301,basket,0,1,bonds
2026-04-17T19:44:53.515+05:30,1776432737367.0,1789167,Navi fin,2462,RCBSFL260301,bonds,1,5,bonds
2026-04-17T19:48:18.174+05:30,1776435481627.0,1144467,Akara,2290,RCBAC251202,bonds,0,1,bonds
2026-04-17T19:49:57.246+05:30,1776435289639.0,1168003,Iifl,2369,RCBIIFLS260201,bonds,1,2,bonds
2026-04-17T19:52:27.172+05:30,1776435720672.0,1793942,Indel,2500,RCBIM260301,bonds,0,2,bonds
2026-04-17T19:52:53.575+05:30,1776435720672.0,1793942,Inde,2500,RCBIM260301,bonds,0,3,bonds
2026-04-17T19:53:35.743+05:30,1776435808650.0,1793942,Inde,2500,RCBIM260301,bonds,0,4,bonds
2026-04-17T20:16:38.967+05:30,1776437190806.0,1786756,Muthoot,2104,RCBMM251005,bonds,0,2,bonds
2026-04-17T20:36:46.286+05:30,1776437190806.0,1786756,Dar,2528,RCBDAR260401,bonds,0,4,bonds
2026-04-17T20:38:45.739+05:30,1776437190806.0,1786756,Akata,2290,RCBAC251202,bonds,0,2,bonds
2026-04-17T20:40:37.113+05:30,1776437190806.0,1786756,Paisa,2499,RCBPSL260301,bonds,0,2,bonds
2026-04-17T20:59:03.825+05:30,1776439728082.0,753990,INE148I07GN9,2565,RCBSC260402,bonds,0,0,sdi
2026-04-17T20:59:56.378+05:30,1776439767633.0,1646578,Dar,2528,RCBDAR260401,bonds,0,4,bonds
2026-04-17T21:03:49.831+05:30,1776439587321.0,1535604,1000,2312,RGSEC251204,bonds,1,0,bonds
