anonymous_id,is_searcher,clicked_search_result,converted
9a50f6bf-1bdb-4382-9280-fa77ff277515,true,true,true
f2e32a8f-cc45-417b-9310-6ce0be6e1319,true,true,true
c8300853-06fe-436e-afd9-5c909f64d732,true,false,true
b0621d6a-34a9-4910-979e-95fb4f9cfdf7,true,true,true
53036e2b-84ff-4cda-b0eb-b18543293c13,true,true,true
549f79bd-7873-4717-b95a-cece27fd08c9,true,true,true
f7102784-5029-484d-8be3-eec0759732be,true,true,true
e696baca-c869-4b04-beac-21e41deddaf6,true,true,true
7ba03639-7efa-4899-ae1e-dce73080143d,true,true,true
f2f76415-c641-472d-b2f4-0fea581be1de,true,true,true
5ba42b77-a69f-491c-b314-f4a6d94a2585,true,false,true
71bd6051-adaf-40a6-a7d6-23106c3290f9,true,true,true
0c673fa3-d442-40df-a5d2-88f548709383,true,true,true
563ec4ba-e760-477f-9103-81e614c9b6ea,true,true,true
e9f1748a-ff38-435d-9665-17cbceda68b5,true,false,true
c07c1331-29a2-4ee6-901d-85fceb230521,true,true,true
55608b9e-454a-42ee-b146-8278202b9754,true,true,true
85ee2b90-a816-40da-bd40-e4d5eb41035e,true,true,true
2859dc9e-8185-4efa-9301-83fb6e9d76c9,true,true,true
31115f0a-3298-4085-90bc-815e36a2ca15,true,false,true
ec3169ff-61bb-45e9-b7f3-9c2d07f12d0e,true,true,true
798bcde4-a044-4a05-87ad-6c83b884f7b1,true,true,true
22729cc1-5695-4b3c-b7a7-0066b8815b24,true,true,true
3a034a76-e794-4bb0-a858-d3fc53d65399,true,true,true
79d71a90-a3a8-429b-a25f-11cb8e27f1b4,true,false,true
0275c929-430d-46b4-a335-3a0ac2657fe2,true,true,true
652f1063-155a-4ea3-9aee-6eb3f51d271c,true,true,true
1a07c58b-0bf7-47ef-9a9c-96c37472ca33,true,true,true
9c8e9ef5-00b8-4e78-a144-006547f5006f,true,true,true
bceab3e8-adb3-4fe4-a36b-f597f4d83c38,true,true,true
ad394cc1-878f-46d2-934c-b5f6c4e4fd96,true,true,true
00e6cf6f-b0cd-4050-9c61-32604731ba41,true,true,true
a4573954-7f0a-4bc3-9090-61b6e925bec8,true,false,true
d25ef099-7b45-44f8-ae96-4f209f30a067,true,false,true
9f171252-4770-454c-a121-90637d19efb7,true,true,true
9f98c8a9-df3f-4160-842c-ce086a3f51ca,true,false,true
16fd7869-acf2-4495-b334-6f3d5d2ec726,true,false,true
ff8611a2-f5b1-44d1-af77-2c9e57ddd5cd,true,true,true
257db038-fc43-4aa2-8459-777972a403fb,true,false,true
76f604a8-9b68-4ddb-adf5-4dbaf9a87507,true,true,true
c94af98a-f001-4e10-9afa-20407df779d5,true,true,true
5c554586-1f71-4446-a4d8-ec195477e89f,true,false,true
e37aa9e8-0b72-48ae-beb9-1ac0c2b9925e,true,true,true
0a6d2d50-3551-4f90-b6f5-0f05c664b69d,true,false,true
a0f4af6e-8291-4daa-a29c-80a37e32b3c4,true,false,true
789c92d5-5d7f-4946-81ca-95b2b9d5e0dd,true,false,true
9e30398c-9229-4b65-bfde-f11a5df28def,true,false,true
9df01d0d-1f80-4b4c-a747-eb0635f57a1b,true,true,true
cdf16af3-2efa-45b1-8a09-3de6f3f69c16,true,false,true
cfa64ff5-7d51-4af4-a99f-0760a8264ff3,true,true,true
2d63a940-6d92-41f2-8f0d-a21210411ebd,true,false,true
b8dcfd5b-f269-4f81-b15a-ed8b1c5b5cec,true,false,true
0d073325-6f99-4459-a474-cbc12bff043f,true,false,true
b6e3d0c5-70d5-4e6e-8452-caf6933e0547,true,true,true
04c71a66-b915-4987-ad66-808442b524cc,true,true,true
ce557803-43dd-42bd-bd12-d581c55d11dd,true,true,true
ce17f6b7-f5ba-4f2d-8b6f-6a52225316f2,true,true,true
2b8e791c-f715-4c35-8e09-73f71891b23d,true,true,true
c0125ac4-b41c-4172-99eb-64900cf7abef,true,false,true
9f01182d-ce25-4a95-8b99-ee49607192e9,true,false,true
9e957b1b-bbbe-4a6a-bf3c-4abd9ddaab77,true,true,true
3422152c-056d-4ddd-83d4-fe26ff749def,true,true,true
4f1966a4-88f3-47de-ad05-7a01a6a26959,true,true,true
36f473cd-7344-409c-927a-3591401fb0cb,true,false,true
5e2a1455-ddc2-4dd9-badd-ecc5fd825224,true,true,true
c732c259-fb03-47d1-af0e-e829c398614b,true,false,true
5bcd96a7-f60d-442e-98ad-fb73bb5bba61,true,true,true
acc935eb-dafd-470b-963a-6af181e28b9c,true,true,true
b7c69b2f-1087-4b70-9df8-0bbac75cf21a,true,false,true
0774dbe6-ded2-42fa-b79f-d93e5db0fb6d,true,true,true
14b9e2d8-2446-4cdd-8254-8e79f14eaeb6,true,true,true
fcfbf848-d94b-4856-bcfa-bdb3b21cdcf4,true,true,true
7881b3dd-e791-4f5a-bc8e-8f3f5369acf9,true,false,true
0e4b3bd1-a79e-41be-85ad-3513d63fa7bf,true,false,true
4846697f-f6c9-44c9-aa43-a1d9fabb28a6,true,false,true
1cee58b7-d1fb-456a-a823-214fd436364c,true,false,true
8ac4eb9c-c26e-402e-9297-279d7972087f,true,false,true
33e1a172-536e-4408-a81b-ba513f721782,true,false,true
62f6d27f-0818-4f66-9d4e-8f5963ffe550,true,false,true
90b5c5bd-2a8b-4eda-ae78-afe890941882,true,true,true
051b1c1e-05ca-494c-bda0-09094d7d1307,true,false,true
e470147b-c9ba-439e-a1d6-5c5948edfdf9,true,false,true
2d2856d9-0710-4515-b656-17229d4918ed,true,true,true
2746a8ce-f518-481c-9dac-249058abeb6a,true,true,true
de750eaf-1f78-4db9-bc91-ce45418e9c1e,true,false,true
10f80984-f99f-4419-8d01-89c3706b3556,true,true,true
769f4ac5-91a1-4850-b214-1eb9971eeef6,true,false,true
5961dca6-f32a-4909-bffc-9a77734b4a91,true,false,true
81146bca-bb66-4c06-9321-16cd8ef75b39,true,true,true
8d88052f-a495-4071-b072-00725cead127,true,true,true
6694ff28-13fb-4132-9a4c-186cf54728b7,true,false,true
1e077c09-836a-4b6f-a4b3-3d701a90bb25,true,false,true
a99f2838-2f0a-4506-a7f4-722cf42ccb60,true,true,true
793d44e3-a924-4f6b-a691-eba788111353,true,true,true
32c07509-19af-4158-85da-70695534965b,true,true,true
676dc9d4-271e-4902-a2e7-7d01fde1dccc,true,false,true
1abf5da3-da84-46c1-ad91-7ab9de958037,true,true,true
26564671-7c7d-4e79-954f-04673fd6435c,true,false,true
6a7bcdcb-8169-44a6-a38b-ee1259a6ee63,true,true,true
150908e1-7fa2-4c49-83ab-61eb51f5d2dc,true,true,true
01b48094-341a-436a-8d9d-5902fd94ac9c,true,true,true
a5611cf7-b14e-4eb9-ac55-1adaab518c8d,true,false,true
99801778-01fb-489c-9c21-9cbb14bf8dd9,true,true,true
5ed1d445-01af-4960-9ce2-99f77dfce732,true,true,true
c3008492-ce70-4f0e-9b6e-f8348dace2df,true,false,true
b3f7bea7-c03e-466c-ba65-c0b9fce4ceed,true,true,true
a835c07c-0543-4acf-a3be-8f7b4ffc01f9,true,false,true
b0eba72b-c7ae-4525-b530-bd1624a49ce2,true,true,true
c11e6c8b-eba1-4d90-b264-3bf2a9fd963d,true,false,true
51182673-1812-46d6-afbe-4d07ea130b84,true,false,true
5290b123-e3bf-4214-9680-38cb1ad3cbc9,true,true,true
3e83cefb-a722-4589-a90c-405ce9309ce7,true,true,true
48b1202f-1a0b-4c6f-8d43-318ceac1f6ea,true,false,true
b293f25d-bb5f-43b1-8c37-bddc5b96f18f,true,false,true
a474e4a5-30b2-4fb7-8375-af4404b7809d,true,false,true
ea483e0d-d712-45ff-9636-7802d79b5e57,true,false,true
7ce59ddc-1478-4ef1-bda0-5f1b68760100,true,true,true
aad8daf4-4159-452f-b3a5-872b699d4316,true,true,true
e00ef7be-364f-49b5-848d-9c78b78f2743,true,false,true
de766a5f-7442-4aa9-aad1-2097a2a31056,true,false,true
1d63eb98-a86d-4e0e-a711-bca572275e07,true,false,true
65d5aad4-7eb4-4417-8f87-90f4ebc9df8c,true,true,true
91c5b5e8-bf51-49dd-83ed-7b708af6ab6a,true,true,true
16f2a3b7-243b-487c-a90b-139ef2922010,true,true,true
1224aeb4-a2d7-4d1c-9f2f-97b9d432e0ab,true,false,true
8dd7f3c1-f249-427a-8773-5de92f39917f,true,false,true
f3997c4a-b92c-4c82-bc62-bfb525dba8fe,true,false,true
2cdc93a4-af01-4732-86bb-0ca796eaa823,true,true,true
31162db9-7a94-43de-bebe-682f5700556f,true,true,true
2989b29e-1664-4db2-b461-bba29fa853bc,true,false,true
8237ee4c-07d3-4ff1-9303-fb0c58a8c2e6,true,true,true
79bdeb41-0e9d-4ef9-9252-09b18d5dbff2,true,true,true
fdef700a-69da-4d66-b41c-e64ac1ef103c,true,false,true
897c578b-a4df-463f-b87e-cd647749b40f,true,true,true
06b40a1e-7e94-40f6-baa6-322d6cc14b0d,true,true,true
3bd5692d-6e03-4f41-860d-859770ec390f,true,false,true
aa0aef4f-e0a9-44d2-8b19-0dc73a5d855b,true,true,true
c01c3050-086d-4e58-bedd-a7a385bd3f87,true,true,true
69f5b848-2542-4026-8cc9-b6611cf8452c,true,true,true
f0b810fd-8cac-4e9d-9ce8-12f74da2b5fa,true,true,true
90d1e639-c12c-4d0b-a6fe-e8e08f5eeec0,true,false,true
9c146943-24fc-404e-8b8f-9de63ad122fb,true,false,true
e0784f66-0a2a-4e12-95a0-f36cb3b0304f,true,false,true
32bbeb31-408f-421a-8dfd-f0769c2e6bf2,true,true,true
99a09f78-26c5-4c57-8434-5f3277aa4b1d,true,false,true
e044ec4b-c8ff-4694-a364-95e21c6c5443,true,true,true
2eb83679-5d77-43a8-8e55-0b3627e64420,true,false,true
9039a60b-92c4-4f37-862b-6bf24ef3825e,true,true,true
3a33e16c-e0d3-4a4d-965f-ea6d5bbf3202,true,false,true
a7c1c08c-744f-4492-99bf-cb7f5b35b5a8,true,false,true
2b5111d0-8b91-4ae1-a0ec-b78a27bd9a2d,true,true,true
baa79284-690b-4445-b17b-a4b984ac2df6,true,true,true
9f9e4866-d6af-4ade-ad0b-652c1ea5cfb2,true,true,true
19ee5781-d355-48ad-8ec8-33e6ef36d91c,true,false,true
7fdab5e2-b51a-4aec-86da-88d47d5d8e6b,true,true,true
a7d75fe6-db2d-4217-b6ef-67bd5643842c,true,true,true
811dea66-1cd4-4e94-9071-0683e16a3b86,true,false,true
ae17d686-1627-4248-8d90-1730b9f7bc4a,true,true,true
87edf83c-9830-49d5-9650-4a4aae66baa0,true,false,true
ba6958ef-b3b7-4980-a656-8876c5f98e3e,true,true,true
c329faa0-fe0b-4d59-97a2-fb7d2c3d7dcb,true,false,true
3be2ef78-fd99-4061-9382-5bb0c89ee743,true,true,true
bb9c01bc-b91b-408e-93f6-b603bf29a9f6,true,true,true
bf435235-3c3e-4b6a-a13f-c33a7b764d53,true,true,true
6d9889eb-f8b0-4c2e-8ff2-a7424926a3e9,true,true,true
4c7df54b-c786-4ad6-b330-67a9d3450bb9,true,false,true
6a53c82b-da2b-4533-ba20-ffac1d9af5d7,true,true,true
e22d8c81-9117-47a8-8dd7-f9f88eeea4fc,true,false,true
9f1c68cb-3f5f-4cbd-a2e9-f9051c197e57,true,true,true
a0a4a2e4-e28a-42f5-a142-e506ecab0f86,true,false,true
6462b2fa-ec78-4927-b978-3e5e0160ff98,true,false,true
c656d0fc-dece-4e5f-b088-6607d03d1830,true,true,true
d3ca3836-460f-4d95-a820-68e56acbe279,true,true,true
df6be2ea-d853-461e-9154-b30847958df1,true,true,true
a60abbf0-2f23-4cfd-a797-4b577f5053ef,true,true,true
2f7c59fc-061f-414f-a28a-8a2a090fdd28,true,false,true
541be270-d3b3-47aa-b1a6-7d6840f2f05e,true,false,true
46acb2ae-09a1-43b9-ae65-87393d58bf46,true,true,true
53c85ade-bf65-4533-b81f-571f3b8bd9c1,true,true,true
23dfcf38-4ff1-40b0-a20d-86fa37fcf181,true,true,true
e7f17a6a-bf9d-4e28-8d6a-ce25097efb54,true,true,true
7e982009-6b38-4e4a-aee5-c5ad8f4b7f28,true,true,true
6e2824f3-91e7-43e1-81dc-71504c6fa4f2,true,false,true
4ddf34c5-28a6-4bd0-8be3-5689227eafa2,true,true,true
c1d29fe6-740c-46bc-ad6c-022f13257ccf,true,false,true
9278b12b-ae3f-4114-9aab-5d679463d1f3,true,false,true
4391c31f-373c-4b4c-be6e-7fc5481ad9d6,true,true,true
d3ce8b72-e5ff-438f-9a5b-04ae94213542,true,true,true
8a378132-dd4c-420b-b8f3-97c331019873,true,true,true
82b578a9-118a-4948-89ab-4c050ccfee14,true,true,true
3ee4ab2f-8f4e-4e49-a779-67510f64bb68,true,false,true
1440bfdb-52fb-44f9-9629-bf6511f25ed7,true,true,true
3b1c5c14-8ef9-4b9e-9b6e-eef3460c6372,true,true,true
67406dc6-44ce-4afb-b25e-79a4cead550b,true,true,true
48af7e2a-a6bc-4dbd-9f0e-1cdab4deaa5d,true,true,true
49537258-516f-43c5-bb8d-58097791a59f,true,true,true
ed40a44d-6414-45d3-8b9c-9e4d2a12f662,true,true,true
e6414bf1-51bc-42a7-988a-a797a9cac009,true,true,true
ec606ed7-6ec2-4c79-a436-2751caf74ca4,true,true,true
11a47027-68fb-4a38-b836-22715316c7a6,true,false,true
5eaf7925-e0a9-4acc-9a81-3348f888a13b,true,true,true
8e0d7b6d-3788-4e62-b11a-44ea1e75025e,true,true,false
fa80f592-e408-48ba-86ea-75bbb65e6175,true,false,false
09297115-720a-4dd2-98b9-29e8146337bc,true,true,false
dc0ffa15-96b4-4430-a96f-2df96f7a657a,true,true,false
a89fa0ed-58d9-4ccd-9b3b-3967e6b9a931,true,false,false
5c721bad-46b6-40ca-887d-359babe4b77a,true,false,false
c14e5699-b684-45fe-91c0-00b18d4ddb06,true,false,false
7f910d2d-99f6-4ed1-9f6e-8b1c1b937f01,true,false,false
06feedfd-c52e-413a-9392-38cf8bf28629,true,false,false
d9907052-2025-433a-a2bb-739d78837e7d,true,true,false
cfc445b2-2b80-4fbb-a5d8-f3f26f184195,true,false,false
f4c458b1-ee2a-4825-a12f-8e31b388f5a6,true,false,false
1758c7f5-2c81-40ff-a9ae-dee80f9c5a97,true,false,false
f395b993-c75b-42dd-b049-c7564444dcac,true,true,false
e8f9305d-bd1b-452f-9882-b7224d792ff4,true,false,false
fd8354dd-06d6-4a5f-a598-5cb1a714cfef,true,false,false
8abdfd65-93c6-4025-bbef-056b74aa9546,true,true,false
c1aac3f2-f191-4a7a-afe6-34b31bded07e,true,true,false
81107cf6-57b7-4186-9ba5-4b4b80b55ae3,true,true,false
3432d07e-645d-48e2-92ab-24e16808007c,true,true,false
3cf3ba4d-36e4-4d31-b076-2104d0fd8830,true,true,false
0d382fcf-5868-4163-b689-1f24bc29bcdf,true,true,false
c9604c3c-c55d-4c4f-882c-e0739eb997a3,true,true,false
a111c8ef-9265-489d-8329-0e33ceb1d398,true,false,false
e0c6e453-f2bd-42bb-90af-d0410a60cf22,true,true,false
a5b4adb2-038e-48e3-a922-6eedd4c26730,true,false,false
ae86b43e-7133-4ec4-bd66-23e9b8d3750f,true,true,false
fa688cc5-173d-4ddc-82a1-d298dfe9a5d8,true,false,false
38e58e17-906c-4d51-9244-3b2184ccb530,true,false,false
13970db6-df7b-489f-b20a-869f8d2e721d,true,false,false
5ba22635-dc2e-4413-95d7-f9944995c2b0,true,true,false
6da5194f-9779-4133-8668-b97e2ee90e51,true,true,false
9e90b803-e452-4932-b99a-4675f1c95d0d,true,false,false
c28ed395-81ed-4768-8d46-8c660cd12ea0,true,true,false
1d1dbabf-710b-4457-9ebc-1441e053cc3d,true,false,false
e01611cf-9b0c-4d19-836e-b737dadb1cea,true,true,false
00c4f661-9d42-452c-88e6-cce7ff3ded1f,true,true,false
a4128c4a-7901-4b0a-95d7-539bac916d49,true,false,false
d354b6f0-f815-424d-ab15-450b09a7364d,true,true,false
d23456a7-33bd-415d-846c-a922bda55028,true,true,false
6fd78319-0180-45a3-ba4b-9922ff6957c1,true,false,false
a7f46669-bb72-425b-8df9-6b71e236d64b,true,false,false
b5d60f1f-dfb0-4fde-bc8e-5046e556ca37,true,false,false
65450fb9-d430-4d12-b9ac-3e08a4473721,true,false,false
1f93be1e-39ff-46db-aac7-05306db646f6,true,false,false
3d9ee976-5275-4f89-ac60-d625f224aba5,true,false,false
0adba965-b21e-4abb-bc5e-1399a1df8503,true,true,false
7a41d37d-55db-434a-86e3-6711d30a0ace,true,false,false
1152ea3a-a6c4-4daa-bff1-9f90e9b3ff98,true,true,false
e68777d9-c1b5-443f-8739-bc10db96d002,true,true,false
f199c569-ab7d-4983-b625-064a73ea8ffb,true,false,false
10c847f0-8d8c-4bb7-ad5b-ad48a6baf66f,true,false,false
a5c9a72b-3b90-4a87-8de3-ae3ed6336f0b,true,true,false
281e8e2e-92fd-4879-bc39-c251a190aa11,true,false,false
bf286e01-e9d6-4322-b435-591edfdb4791,true,true,false
2f2f84d4-53ba-4c85-adcf-79f1a4b5e60d,true,true,false
664ae084-f0de-47e2-b6cf-a75ff79d51bb,true,false,false
b880b851-94ab-4804-b7eb-8f3bb371c594,true,false,false
1ea635a3-7e3c-45c5-9e55-4a03dfbde937,true,false,false
b91a6e00-e9d3-4f3a-b6ec-02748c37ee43,true,false,false
2738e247-bfe2-493c-8d52-97d4747512da,true,true,false
000277cd-088c-419a-a040-b7293e2538f6,true,false,false
0ab1807a-2ca4-4337-976a-a0163fa5ac04,true,true,false
bcb25b70-c000-49c0-b3ff-842b9f66ac35,true,false,false
6f48d7ef-59d7-4e5a-a020-eeaccec7080c,true,true,false
e45ec46b-f732-4994-88b5-ac68ba3b7a38,true,true,false
d2b9c56d-6ea7-4fe0-adc3-182152cdfece,true,false,false
6c65c805-0e7e-4f94-8aa9-036f88203b21,true,true,false
0427616a-5108-472c-b96d-71c5db1c534e,true,false,false
17001cab-7444-42e1-99ec-6a5500403272,true,false,false
baa345ca-0aec-41a5-bc65-82ce85ec2884,true,true,false
d503b62e-bd11-45c5-8942-5f92f9b73009,true,true,false
fdc5cfd2-3a55-4e11-b5a7-6c3d1c90d605,true,false,false
447937e0-8d23-4629-9d8f-b7abe2abfb3f,true,false,false
c9c8841c-7e2c-472d-b88a-da15e365ec10,true,true,false
7b107aa6-8b75-4288-bb1e-f6898dc0a4f0,true,false,false
0ba459ed-5d24-42dc-8bc8-4d2932156c97,true,false,false
c83acc00-3ae1-410a-92f9-393d8a685b32,true,false,false
dcd399a6-9232-4d6d-90c0-f5957c8d057f,true,true,false
11a7b738-d48c-459b-8e99-8c7632c2c9c1,true,true,false
daaff8d4-96e2-4735-84ae-355774509384,true,true,false
c5687fa1-9a39-431c-b10c-0d008f520bd9,true,true,false
82e8c6f9-59fa-4b99-a4b2-4fb04853b1b1,true,false,false
413295ec-8bfe-40f3-9387-4ab27b2a6be6,true,true,false
867b6311-d9a6-42f9-ae51-6ef54f418ffb,true,true,false
813928cf-346e-4098-8a0a-5b89d7022228,true,false,false
4a95bee7-88e7-49cc-9afe-d23e954426b8,true,false,false
6af93411-b27c-47c8-802d-6bbf734614e8,true,false,false
46d20747-6aaf-4700-8343-6b7480d6a9db,true,false,false
a9ce0a91-26ad-4fef-b310-8e1c6b19f5e5,true,true,false
2734177d-6ef5-4851-b8e3-54340b795cdb,true,true,false
da1bdd02-4698-40a4-b3b3-3b00bfe3c38c,true,true,false
84567ac6-3e26-41d0-ba70-9d646db1dc76,true,false,false
835e2cfd-be95-4d15-a3b1-57af7d825080,true,true,false
cb210a00-1f7d-4f04-9b0e-b15499bdf8f6,true,false,false
b00cbb2e-ffde-496c-ac94-aba560ea9837,true,false,false
af6485b4-4a56-475e-af4b-61552567a5c9,true,true,false
1855ac0c-f5de-4880-ac71-891703964b1a,true,true,false
7a2850b0-05e6-4771-a6e5-1c4a20f74668,true,true,false
ce0821d9-5e63-4bae-b633-88324c38868c,true,false,false
41420a29-91f7-4bd3-ac45-9933d386e70e,true,false,false
fec7adff-9a79-4613-92ee-a3c5d8b0d81a,true,true,false
5cbb3eec-1e60-4217-9eb7-ffacf210d95a,true,true,false
2610ce2f-7e67-4a2f-9992-aa600413f6ad,true,true,false
a861f843-2743-4e23-94e9-bfea005d6a9c,true,false,false
093a2fba-2b13-405c-b105-d48946790dcc,true,true,false
7aaad179-1443-41ca-abf9-ef69032c2122,true,false,false
88c1d518-6c79-4795-a093-0e23718c7b22,true,true,false
5e8acda9-878b-4595-95f3-033ec71c6c0c,true,false,false
2dfac253-f92a-4f1b-92da-42a12bbd749f,true,false,false
1113ad10-4d47-4d77-b1d9-82397454eaa7,true,true,false
80651fd7-153f-4245-b705-eaccbf6a4375,true,true,false
e23aa3c1-17fe-4c0f-9c7f-bf6ec59e5164,true,false,false
4c3b18ff-9eb0-4e19-8845-a7740066d1b6,true,false,false
8f560129-8a57-49fb-bd42-98e8ef31e7f4,true,true,false
dfe39657-e306-4625-a8a7-c4329f4027f3,true,false,false
e8e3f3eb-c40d-405c-97ac-df0ff7e01e9f,true,false,false
e4e87cbc-f8cb-46c3-aa22-39f326d6d153,true,true,false
a067ecc0-991f-4db8-9211-f0990f157a4d,true,false,false
844965ee-0b30-4602-a462-8c17ba301dc0,true,true,false
4bc0c171-0114-4122-bb21-9153bd4b0260,true,true,false
dccb91ca-75c1-4c74-9ece-1cad2a33f990,true,true,false
3f91f274-f264-4f58-8c1d-46ac068f97c4,true,true,false
a107fb06-760d-4aa7-b001-096a6705e72a,true,false,false
60b6484a-e06b-4dd9-952b-fef24f08e8cc,true,false,false
553afc5e-bbfa-4af5-8f01-83c4b9921386,true,true,false
ea3cd567-f2e5-4a7c-8916-12c1aa88ce25,true,true,false
88932a35-b30d-4589-a7f8-7b84801c35b2,true,true,false
55ce09b0-1240-4cc4-bf80-efddf159859f,true,true,false
81161d3b-65a0-4d5b-877f-d1a61fb53fa2,true,false,false
e8dd439a-7453-4cb5-8cb2-f758b57e475c,true,false,false
25a30898-a289-437a-8cbe-3a8b5b823015,true,true,false
89b02e20-1343-447e-a65a-544af01b5c0a,true,true,false
9fe4b913-6627-4982-a624-fb2bb284a3e5,true,false,false
816cd12c-da99-49c9-8f4b-970c9debfa91,true,false,false
623f2686-4d88-445c-ba51-7e76fd137596,true,true,false
b2b34ddb-e69b-430d-a446-dd9e4b8b867e,true,true,false
d05863fc-c2f3-4695-8402-c937c5faca72,true,false,false
47eda889-7641-49f3-ad37-1d44d7ae23c4,true,false,false
f4c08b06-fda7-4797-9c73-7ceabb7eefd6,true,false,false
486f5cc8-5648-4d29-95f3-52f5141e4b3a,true,true,false
136389e3-9c8e-45ea-83c4-72766bd5835c,true,false,false
8aab212c-cd0e-47f0-85cc-95e177b0edd7,true,true,false
086a3edf-ad52-4d6b-93ac-16fd42c4eee5,true,false,false
9fa6fb36-fc59-44a0-8349-7684e6bc72b8,true,false,false
21ef3382-aa22-4027-a054-55f03828fc3f,true,true,false
154f1fbd-4a04-444c-a7c0-b5a5dfde7c75,true,true,false
4cf4809c-a80e-4bc9-8074-37a839636b10,true,true,false
001d00cf-38d8-4920-a649-b7f2b2221bfe,true,true,false
29881438-7c5e-4b76-97de-d748213141e4,true,false,false
